[2019-05-27 09:55:49,201] Starting training with params:
[2019-05-27 13:07:54,203] Epoch 93 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:09:53,990] Train metrics: loss: 0.66097 | metrics.Dice: -0.45926 | grad: 0.95626
[2019-05-27 13:09:53,991] Valid metrics: loss: 0.66802 | metrics.Dice: -0.44824

[2019-05-27 13:09:53,991] Epoch 94 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:11:55,867] Train metrics: loss: 0.65338 | metrics.Dice: -0.46501 | grad: 0.95349
[2019-05-27 13:11:55,867] Valid metrics: loss: 0.64957 | metrics.Dice: -0.46002

[2019-05-27 13:11:55,906] Epoch 95 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:13:58,522] Train metrics: loss: 0.64267 | metrics.Dice: -0.47335 | grad: 0.94684
[2019-05-27 13:13:58,522] Valid metrics: loss: 0.66306 | metrics.Dice: -0.45715

[2019-05-27 13:13:58,522] Epoch 96 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:16:00,812] Train metrics: loss: 0.65029 | metrics.Dice: -0.46842 | grad: 0.95999
[2019-05-27 13:16:00,812] Valid metrics: loss: 0.68948 | metrics.Dice: -0.42576

[2019-05-27 13:16:00,813] Epoch 97 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:18:02,324] Train metrics: loss: 0.63768 | metrics.Dice: -0.47726 | grad: 0.97194
[2019-05-27 13:18:02,324] Valid metrics: loss: 0.66217 | metrics.Dice: -0.45647

[2019-05-27 13:18:02,325] Epoch 98 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:20:04,854] Train metrics: loss: 0.63925 | metrics.Dice: -0.47683 | grad: 0.94218
[2019-05-27 13:20:04,854] Valid metrics: loss: 0.68017 | metrics.Dice: -0.44645

[2019-05-27 13:20:04,854] Epoch 99 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:22:06,234] Train metrics: loss: 0.64263 | metrics.Dice: -0.47468 | grad: 0.97376
[2019-05-27 13:22:06,234] Valid metrics: loss: 0.73408 | metrics.Dice: -0.40728

[2019-05-27 13:22:06,234] Epoch 100 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:24:10,664] Train metrics: loss: 0.65150 | metrics.Dice: -0.46654 | grad: 1.04349
[2019-05-27 13:24:10,664] Valid metrics: loss: 0.68011 | metrics.Dice: -0.43866

[2019-05-27 13:24:10,664] Epoch 101 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:26:11,951] Train metrics: loss: 0.63341 | metrics.Dice: -0.48090 | grad: 0.93337
[2019-05-27 13:26:11,951] Valid metrics: loss: 0.66548 | metrics.Dice: -0.45214

[2019-05-27 13:26:11,951] Epoch 102 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:28:11,851] Train metrics: loss: 0.63434 | metrics.Dice: -0.48037 | grad: 0.93677
[2019-05-27 13:28:11,851] Valid metrics: loss: 0.69765 | metrics.Dice: -0.43354

[2019-05-27 13:28:11,852] Epoch 103 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:30:12,111] Train metrics: loss: 0.63510 | metrics.Dice: -0.48020 | grad: 0.96489
[2019-05-27 13:30:12,111] Valid metrics: loss: 0.68141 | metrics.Dice: -0.44001

[2019-05-27 13:30:12,111] Epoch 104 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:32:13,522] Train metrics: loss: 0.63181 | metrics.Dice: -0.48385 | grad: 0.94697
[2019-05-27 13:32:13,522] Valid metrics: loss: 0.70927 | metrics.Dice: -0.42014

[2019-05-27 13:32:13,522] Epoch 105 | optimizer "Adam" | lr 0.0003
[2019-05-27 13:34:14,148] Train metrics: loss: 0.63504 | metrics.Dice: -0.47964 | grad: 0.98440
[2019-05-27 13:34:14,148] Valid metrics: loss: 0.66447 | metrics.Dice: -0.45711

[2019-05-27 13:34:14,148] Epoch 106 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:31:15,526] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'name_save': 'tt_2', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 14:31:16,932] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 14:31:16,932] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:34:18,161] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'name_save': 'tt_2', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 14:34:19,555] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 14:34:19,556] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:36:37,531] Train metrics: loss: 1.24456 | metrics.Dice: -0.23314 | grad: 0.92892
[2019-05-27 14:36:37,531] Valid metrics: loss: 1.09916 | metrics.Dice: -0.25589

[2019-05-27 14:36:37,566] Epoch 1 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:38:38,659] Train metrics: loss: 1.09210 | metrics.Dice: -0.27497 | grad: 0.49131
[2019-05-27 14:38:38,659] Valid metrics: loss: 1.04798 | metrics.Dice: -0.28936

[2019-05-27 14:38:38,696] Epoch 2 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:40:39,925] Train metrics: loss: 1.05969 | metrics.Dice: -0.28880 | grad: 0.35934
[2019-05-27 14:40:39,925] Valid metrics: loss: 1.01877 | metrics.Dice: -0.28281

[2019-05-27 14:40:39,925] Epoch 3 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:42:48,385] Train metrics: loss: 1.04150 | metrics.Dice: -0.29814 | grad: 0.35368
[2019-05-27 14:42:48,385] Valid metrics: loss: 0.97722 | metrics.Dice: -0.31626

[2019-05-27 14:42:48,431] Epoch 4 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:44:57,862] Train metrics: loss: 0.95344 | metrics.Dice: -0.36053 | grad: 0.71051
[2019-05-27 14:44:57,862] Valid metrics: loss: 0.86143 | metrics.Dice: -0.40548

[2019-05-27 14:44:57,901] Epoch 5 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:46:58,559] Train metrics: loss: 0.88189 | metrics.Dice: -0.41524 | grad: 0.68922
[2019-05-27 14:46:58,559] Valid metrics: loss: 0.83866 | metrics.Dice: -0.41762

[2019-05-27 14:46:58,592] Epoch 6 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:48:59,467] Train metrics: loss: 0.85742 | metrics.Dice: -0.43565 | grad: 0.62504
[2019-05-27 14:48:59,467] Valid metrics: loss: 0.82542 | metrics.Dice: -0.43362

[2019-05-27 14:48:59,503] Epoch 7 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:51:03,181] Train metrics: loss: 0.85374 | metrics.Dice: -0.44078 | grad: 0.62893
[2019-05-27 14:51:03,181] Valid metrics: loss: 0.81964 | metrics.Dice: -0.43820

[2019-05-27 14:51:03,231] Epoch 8 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:53:09,918] Train metrics: loss: 0.84340 | metrics.Dice: -0.44680 | grad: 0.57989
[2019-05-27 14:53:09,918] Valid metrics: loss: 0.80677 | metrics.Dice: -0.44562

[2019-05-27 14:53:09,956] Epoch 9 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:55:12,925] Train metrics: loss: 0.84955 | metrics.Dice: -0.44553 | grad: 0.59452
[2019-05-27 14:55:12,925] Valid metrics: loss: 0.80680 | metrics.Dice: -0.44432

[2019-05-27 14:55:12,926] Epoch 10 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:57:14,245] Train metrics: loss: 0.83310 | metrics.Dice: -0.45615 | grad: 0.54303
[2019-05-27 14:57:14,246] Valid metrics: loss: 0.80295 | metrics.Dice: -0.45188

[2019-05-27 14:57:14,278] Epoch 11 | optimizer "Adam" | lr 0.0003
[2019-05-27 14:59:17,986] Train metrics: loss: 0.83130 | metrics.Dice: -0.45661 | grad: 0.54960
[2019-05-27 14:59:17,986] Valid metrics: loss: 0.80198 | metrics.Dice: -0.45322

[2019-05-27 14:59:18,021] Epoch 12 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:01:28,192] Train metrics: loss: 0.83001 | metrics.Dice: -0.45846 | grad: 0.52879
[2019-05-27 15:01:28,192] Valid metrics: loss: 0.79202 | metrics.Dice: -0.45437

[2019-05-27 15:01:28,231] Epoch 13 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:03:28,777] Train metrics: loss: 0.82448 | metrics.Dice: -0.46375 | grad: 0.50539
[2019-05-27 15:03:28,777] Valid metrics: loss: 0.79330 | metrics.Dice: -0.45541

[2019-05-27 15:03:28,817] Epoch 14 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:05:29,449] Train metrics: loss: 0.82333 | metrics.Dice: -0.46427 | grad: 0.45440
[2019-05-27 15:05:29,449] Valid metrics: loss: 0.78162 | metrics.Dice: -0.46121

[2019-05-27 15:05:29,497] Epoch 15 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:07:29,991] Train metrics: loss: 0.81841 | metrics.Dice: -0.46694 | grad: 0.47986
[2019-05-27 15:07:29,991] Valid metrics: loss: 0.78485 | metrics.Dice: -0.46142

[2019-05-27 15:07:30,029] Epoch 16 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:09:34,522] Train metrics: loss: 0.82039 | metrics.Dice: -0.46718 | grad: 0.46825
[2019-05-27 15:09:34,522] Valid metrics: loss: 0.80140 | metrics.Dice: -0.45675

[2019-05-27 15:09:34,522] Epoch 17 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:11:43,618] Train metrics: loss: 0.82101 | metrics.Dice: -0.46674 | grad: 0.49895
[2019-05-27 15:11:43,618] Valid metrics: loss: 0.78386 | metrics.Dice: -0.45726

[2019-05-27 15:11:43,618] Epoch 18 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:13:46,021] Train metrics: loss: 0.81918 | metrics.Dice: -0.46510 | grad: 0.47378
[2019-05-27 15:13:46,021] Valid metrics: loss: 0.78587 | metrics.Dice: -0.46133

[2019-05-27 15:13:46,021] Epoch 19 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:15:49,879] Train metrics: loss: 0.81142 | metrics.Dice: -0.47150 | grad: 0.48341
[2019-05-27 15:15:49,879] Valid metrics: loss: 0.79117 | metrics.Dice: -0.46081

[2019-05-27 15:15:49,879] Epoch 20 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:17:50,612] Train metrics: loss: 0.81189 | metrics.Dice: -0.47244 | grad: 0.47296
[2019-05-27 15:17:50,612] Valid metrics: loss: 0.78362 | metrics.Dice: -0.45986

[2019-05-27 15:17:50,612] Epoch 21 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:20:01,436] Train metrics: loss: 0.81008 | metrics.Dice: -0.47293 | grad: 0.45752
[2019-05-27 15:20:01,436] Valid metrics: loss: 0.78797 | metrics.Dice: -0.46512

[2019-05-27 15:20:01,473] Epoch 22 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:22:04,810] Train metrics: loss: 0.80935 | metrics.Dice: -0.47352 | grad: 0.48971
[2019-05-27 15:22:04,810] Valid metrics: loss: 0.77852 | metrics.Dice: -0.46547

[2019-05-27 15:22:04,849] Epoch 23 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:24:07,192] Train metrics: loss: 0.81013 | metrics.Dice: -0.47324 | grad: 0.46060
[2019-05-27 15:24:07,192] Valid metrics: loss: 0.78111 | metrics.Dice: -0.46582

[2019-05-27 15:24:07,232] Epoch 24 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:26:08,366] Train metrics: loss: 0.81242 | metrics.Dice: -0.47296 | grad: 0.47798
[2019-05-27 15:26:08,366] Valid metrics: loss: 0.80762 | metrics.Dice: -0.44895

[2019-05-27 15:26:08,366] Epoch 25 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:28:18,757] Train metrics: loss: 0.80813 | metrics.Dice: -0.47395 | grad: 0.49121
[2019-05-27 15:28:18,757] Valid metrics: loss: 0.77880 | metrics.Dice: -0.46994

[2019-05-27 15:28:18,803] Epoch 26 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:30:27,703] Train metrics: loss: 0.80473 | metrics.Dice: -0.47771 | grad: 0.46093
[2019-05-27 15:30:27,704] Valid metrics: loss: 0.78139 | metrics.Dice: -0.46657

[2019-05-27 15:30:27,704] Epoch 27 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:32:31,806] Train metrics: loss: 0.80593 | metrics.Dice: -0.47589 | grad: 0.46585
[2019-05-27 15:32:31,806] Valid metrics: loss: 0.76219 | metrics.Dice: -0.47468

[2019-05-27 15:32:31,854] Epoch 28 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:34:37,364] Train metrics: loss: 0.79505 | metrics.Dice: -0.48345 | grad: 0.50896
[2019-05-27 15:34:37,364] Valid metrics: loss: 0.76358 | metrics.Dice: -0.47522

[2019-05-27 15:34:37,399] Epoch 29 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:36:45,042] Train metrics: loss: 0.79556 | metrics.Dice: -0.48365 | grad: 0.50061
[2019-05-27 15:36:45,042] Valid metrics: loss: 0.75642 | metrics.Dice: -0.48460

[2019-05-27 15:36:45,082] Epoch 30 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:38:47,102] Train metrics: loss: 0.79520 | metrics.Dice: -0.48415 | grad: 0.51778
[2019-05-27 15:38:47,102] Valid metrics: loss: 0.77395 | metrics.Dice: -0.46912

[2019-05-27 15:38:47,103] Epoch 31 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:40:48,341] Train metrics: loss: 0.78918 | metrics.Dice: -0.48713 | grad: 0.50896
[2019-05-27 15:40:48,341] Valid metrics: loss: 0.76950 | metrics.Dice: -0.47555

[2019-05-27 15:40:48,341] Epoch 32 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:42:51,051] Train metrics: loss: 0.79045 | metrics.Dice: -0.48794 | grad: 0.52298
[2019-05-27 15:42:51,052] Valid metrics: loss: 0.77238 | metrics.Dice: -0.47402

[2019-05-27 15:42:51,052] Epoch 33 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:44:54,497] Train metrics: loss: 0.77567 | metrics.Dice: -0.49579 | grad: 0.52917
[2019-05-27 15:44:54,497] Valid metrics: loss: 0.77089 | metrics.Dice: -0.48054

[2019-05-27 15:44:54,497] Epoch 34 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:47:03,405] Train metrics: loss: 0.78009 | metrics.Dice: -0.49393 | grad: 0.53669
[2019-05-27 15:47:03,406] Valid metrics: loss: 0.76157 | metrics.Dice: -0.47841

[2019-05-27 15:47:03,406] Epoch 35 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:49:05,439] Train metrics: loss: 0.76964 | metrics.Dice: -0.50052 | grad: 0.54984
[2019-05-27 15:49:05,439] Valid metrics: loss: 0.74653 | metrics.Dice: -0.48741

[2019-05-27 15:49:05,477] Epoch 36 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:51:06,837] Train metrics: loss: 0.76391 | metrics.Dice: -0.50305 | grad: 0.56844
[2019-05-27 15:51:06,837] Valid metrics: loss: 0.75214 | metrics.Dice: -0.49159

[2019-05-27 15:51:06,884] Epoch 37 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:53:10,529] Train metrics: loss: 0.77434 | metrics.Dice: -0.49874 | grad: 0.56692
[2019-05-27 15:53:10,529] Valid metrics: loss: 0.74565 | metrics.Dice: -0.49258

[2019-05-27 15:53:10,564] Epoch 38 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:55:19,539] Train metrics: loss: 0.76324 | metrics.Dice: -0.50588 | grad: 0.56070
[2019-05-27 15:55:19,540] Valid metrics: loss: 0.74558 | metrics.Dice: -0.49403

[2019-05-27 15:55:19,583] Epoch 39 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:57:23,349] Train metrics: loss: 0.75907 | metrics.Dice: -0.50660 | grad: 0.61620
[2019-05-27 15:57:23,349] Valid metrics: loss: 0.73169 | metrics.Dice: -0.50488

[2019-05-27 15:57:23,395] Epoch 40 | optimizer "Adam" | lr 0.0003
[2019-05-27 15:59:26,515] Train metrics: loss: 0.76530 | metrics.Dice: -0.50515 | grad: 0.57839
[2019-05-27 15:59:26,516] Valid metrics: loss: 0.74251 | metrics.Dice: -0.49798

[2019-05-27 15:59:26,516] Epoch 41 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:01:27,638] Train metrics: loss: 0.75903 | metrics.Dice: -0.50731 | grad: 0.56236
[2019-05-27 16:01:27,638] Valid metrics: loss: 0.73543 | metrics.Dice: -0.50540

[2019-05-27 16:01:27,679] Epoch 42 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:03:36,479] Train metrics: loss: 0.75182 | metrics.Dice: -0.51281 | grad: 0.57128
[2019-05-27 16:03:36,479] Valid metrics: loss: 0.71167 | metrics.Dice: -0.50835

[2019-05-27 16:03:36,516] Epoch 43 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:05:41,873] Train metrics: loss: 0.74908 | metrics.Dice: -0.51443 | grad: 0.61086
[2019-05-27 16:05:41,873] Valid metrics: loss: 0.73243 | metrics.Dice: -0.49722

[2019-05-27 16:05:41,873] Epoch 44 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:07:42,200] Train metrics: loss: 0.75030 | metrics.Dice: -0.51212 | grad: 0.57480
[2019-05-27 16:07:42,201] Valid metrics: loss: 0.71572 | metrics.Dice: -0.50971

[2019-05-27 16:07:42,238] Epoch 45 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:09:42,542] Train metrics: loss: 0.74744 | metrics.Dice: -0.51518 | grad: 0.83307
[2019-05-27 16:09:42,542] Valid metrics: loss: 0.74910 | metrics.Dice: -0.49529

[2019-05-27 16:09:42,542] Epoch 46 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:11:50,678] Train metrics: loss: 0.74714 | metrics.Dice: -0.51534 | grad: 0.57685
[2019-05-27 16:11:50,678] Valid metrics: loss: 0.71824 | metrics.Dice: -0.51128

[2019-05-27 16:11:50,714] Epoch 47 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:13:57,540] Train metrics: loss: 0.73886 | metrics.Dice: -0.52141 | grad: 0.57390
[2019-05-27 16:13:57,540] Valid metrics: loss: 0.71700 | metrics.Dice: -0.51234

[2019-05-27 16:13:57,580] Epoch 48 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:16:01,159] Train metrics: loss: 0.73799 | metrics.Dice: -0.52321 | grad: 0.57555
[2019-05-27 16:16:01,160] Valid metrics: loss: 0.71670 | metrics.Dice: -0.50627

[2019-05-27 16:16:01,160] Epoch 49 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:18:01,594] Train metrics: loss: 0.74054 | metrics.Dice: -0.51952 | grad: 0.61013
[2019-05-27 16:18:01,594] Valid metrics: loss: 0.74464 | metrics.Dice: -0.49521

[2019-05-27 16:18:01,594] Epoch 50 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:20:05,290] Train metrics: loss: 0.73357 | metrics.Dice: -0.52439 | grad: 0.62585
[2019-05-27 16:20:05,290] Valid metrics: loss: 0.73456 | metrics.Dice: -0.50038

[2019-05-27 16:20:05,290] Epoch 51 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:22:12,873] Train metrics: loss: 0.72494 | metrics.Dice: -0.53011 | grad: 0.61716
[2019-05-27 16:22:12,873] Valid metrics: loss: 0.70590 | metrics.Dice: -0.51636

[2019-05-27 16:22:12,913] Epoch 52 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:24:13,266] Train metrics: loss: 0.71754 | metrics.Dice: -0.53525 | grad: 0.60386
[2019-05-27 16:24:13,267] Valid metrics: loss: 0.69099 | metrics.Dice: -0.52578

[2019-05-27 16:24:13,305] Epoch 53 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:26:16,297] Train metrics: loss: 0.72715 | metrics.Dice: -0.52927 | grad: 0.63901
[2019-05-27 16:26:16,298] Valid metrics: loss: 0.69517 | metrics.Dice: -0.53208

[2019-05-27 16:26:16,336] Epoch 54 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:28:19,838] Train metrics: loss: 0.72447 | metrics.Dice: -0.53253 | grad: 0.67981
[2019-05-27 16:28:19,838] Valid metrics: loss: 0.69564 | metrics.Dice: -0.52421

[2019-05-27 16:28:19,838] Epoch 55 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:30:28,895] Train metrics: loss: 0.72086 | metrics.Dice: -0.53294 | grad: 0.61376
[2019-05-27 16:30:28,895] Valid metrics: loss: 0.68540 | metrics.Dice: -0.53237

[2019-05-27 16:30:28,942] Epoch 56 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:32:35,669] Train metrics: loss: 0.71399 | metrics.Dice: -0.53840 | grad: 0.65300
[2019-05-27 16:32:35,669] Valid metrics: loss: 0.69293 | metrics.Dice: -0.53172

[2019-05-27 16:32:35,669] Epoch 57 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:34:40,615] Train metrics: loss: 0.72061 | metrics.Dice: -0.53473 | grad: 0.65375
[2019-05-27 16:34:40,616] Valid metrics: loss: 0.69405 | metrics.Dice: -0.52670

[2019-05-27 16:34:40,616] Epoch 58 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:36:42,095] Train metrics: loss: 0.71471 | metrics.Dice: -0.53726 | grad: 0.74643
[2019-05-27 16:36:42,095] Valid metrics: loss: 0.68977 | metrics.Dice: -0.52888

[2019-05-27 16:36:42,095] Epoch 59 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:38:47,101] Train metrics: loss: 0.71346 | metrics.Dice: -0.53830 | grad: 0.68018
[2019-05-27 16:38:47,101] Valid metrics: loss: 0.69193 | metrics.Dice: -0.53268

[2019-05-27 16:38:47,136] Epoch 60 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:40:55,319] Train metrics: loss: 0.71406 | metrics.Dice: -0.53845 | grad: 0.65888
[2019-05-27 16:40:55,319] Valid metrics: loss: 0.68813 | metrics.Dice: -0.53289

[2019-05-27 16:40:55,357] Epoch 61 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:42:57,461] Train metrics: loss: 0.70950 | metrics.Dice: -0.54093 | grad: 0.68762
[2019-05-27 16:42:57,462] Valid metrics: loss: 0.69787 | metrics.Dice: -0.53121

[2019-05-27 16:42:57,462] Epoch 62 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:44:59,393] Train metrics: loss: 0.70312 | metrics.Dice: -0.54528 | grad: 0.71037
[2019-05-27 16:44:59,393] Valid metrics: loss: 0.68783 | metrics.Dice: -0.52933

[2019-05-27 16:44:59,394] Epoch 63 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:47:07,680] Train metrics: loss: 0.70369 | metrics.Dice: -0.54422 | grad: 0.69223
[2019-05-27 16:47:07,680] Valid metrics: loss: 0.70109 | metrics.Dice: -0.53278

[2019-05-27 16:47:07,680] Epoch 64 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:49:16,528] Train metrics: loss: 0.70569 | metrics.Dice: -0.54255 | grad: 0.71332
[2019-05-27 16:49:16,529] Valid metrics: loss: 0.68530 | metrics.Dice: -0.54113

[2019-05-27 16:49:16,568] Epoch 65 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:51:19,905] Train metrics: loss: 0.69522 | metrics.Dice: -0.55146 | grad: 0.71326
[2019-05-27 16:51:19,905] Valid metrics: loss: 0.69286 | metrics.Dice: -0.53294

[2019-05-27 16:51:19,905] Epoch 66 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:53:22,426] Train metrics: loss: 0.69561 | metrics.Dice: -0.55049 | grad: 1.03239
[2019-05-27 16:53:22,427] Valid metrics: loss: 0.68241 | metrics.Dice: -0.52948

[2019-05-27 16:53:22,427] Epoch 67 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:55:24,788] Train metrics: loss: 0.69363 | metrics.Dice: -0.55133 | grad: 0.69622
[2019-05-27 16:55:24,789] Valid metrics: loss: 0.68671 | metrics.Dice: -0.53714

[2019-05-27 16:55:24,789] Epoch 68 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:57:31,400] Train metrics: loss: 0.69558 | metrics.Dice: -0.55067 | grad: 0.67448
[2019-05-27 16:57:31,401] Valid metrics: loss: 0.69152 | metrics.Dice: -0.53087

[2019-05-27 16:57:31,401] Epoch 69 | optimizer "Adam" | lr 0.0003
[2019-05-27 16:59:37,247] Train metrics: loss: 0.69217 | metrics.Dice: -0.55212 | grad: 0.71670
[2019-05-27 16:59:37,247] Valid metrics: loss: 0.68043 | metrics.Dice: -0.54083

[2019-05-27 16:59:37,247] Epoch 70 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:01:39,312] Train metrics: loss: 0.68861 | metrics.Dice: -0.55444 | grad: 0.69982
[2019-05-27 17:01:39,312] Valid metrics: loss: 0.68556 | metrics.Dice: -0.53216

[2019-05-27 17:01:39,312] Epoch 71 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:03:42,107] Train metrics: loss: 0.69303 | metrics.Dice: -0.55407 | grad: 0.70667
[2019-05-27 17:03:42,108] Valid metrics: loss: 0.68529 | metrics.Dice: -0.53830

[2019-05-27 17:03:42,108] Epoch 72 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:05:47,574] Train metrics: loss: 0.68830 | metrics.Dice: -0.55496 | grad: 0.73277
[2019-05-27 17:05:47,575] Valid metrics: loss: 0.67784 | metrics.Dice: -0.53822

[2019-05-27 17:05:47,575] Epoch 73 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:07:55,553] Train metrics: loss: 0.68552 | metrics.Dice: -0.55694 | grad: 0.72282
[2019-05-27 17:07:55,553] Valid metrics: loss: 0.68414 | metrics.Dice: -0.53683

[2019-05-27 17:07:55,553] Epoch 74 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:09:56,615] Train metrics: loss: 0.68173 | metrics.Dice: -0.55847 | grad: 0.71297
[2019-05-27 17:09:56,615] Valid metrics: loss: 0.67943 | metrics.Dice: -0.54132

[2019-05-27 17:09:56,653] Epoch 75 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:11:57,654] Train metrics: loss: 0.67809 | metrics.Dice: -0.56222 | grad: 0.74808
[2019-05-27 17:11:57,654] Valid metrics: loss: 0.66430 | metrics.Dice: -0.54598

[2019-05-27 17:11:57,697] Epoch 76 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:13:59,592] Train metrics: loss: 0.67041 | metrics.Dice: -0.56743 | grad: 0.70137
